-7.675646399052676827e+01,5.229399857236100502e+01,2.474091471776642948e+01
-1.782328276891992758e+01,-3.601763005095060777e+01,5.504431174971788465e+01
6.982306635914481774e+01,-9.529852283407218749e+01,2.585496693003183211e+01
-1.157773247342942113e+02,8.427612080453181420e+01,3.212399642669603850e+01
-6.146020257881559257e-01,-2.618244601638350844e+01,2.578931288666943900e+01
7.821690974324380541e+00,4.120426726763875536e+01,-5.000407069943970839e+01
8.614400387723804897e+01,1.013703590754070838e+01,-9.790357729623438843e+01
-1.134975607844044099e+01,-6.921431883658229367e+00,1.776960940094057406e+01
4.397468376355000430e+00,4.444923715282627086e+01,-4.936114946272570592e+01
-1.301909127562129953e+00,-8.543433142525725543e+01,8.540858411165540076e+01
-2.447890821193805877e+01,8.570810044520533211e+01,-5.807637981591940246e+01
5.069725700899476095e+01,4.011871161479060532e+01,-8.971460958814650155e+01
1.466645270211635648e+02,-1.398985914947152196e+02,-9.442721129592621665e+00
